FIPS,clase,incidencia_edad,confianza_inferior,confianza_superior,recuento_anual,tendencia_reciente_incidencia,intervalo_inferior,intervalo_superior
19159,desconocido,46.1,27.7,74.8,4,0,0,0
19161,estable,57.4,42.1,77.5,10,1.3,-0.8,3.4
19163,estable,72.7,67.2,78.6,134,-0.3,-1,0.3
19165,estable,52.4,38.7,70.3,10,0,-2,2.1
19167,estable,43.1,34,53.9,16,0.9,-0.6,2.5
19169,estable,56,48.6,64.2,43,0.6,-0.5,1.8
19171,estable,65.3,51.7,81.7,16,1.4,-0.3,3.1
19173,estable,57.9,38.1,86.1,6,-0.1,-2.7,2.6
19175,estable,74.3,56.8,95.9,13,-0.7,-2.9,1.5
19177,creciente,75.4,54.6,102.7,9,1.8,0.3,3.3
19179,estable,78.5,67.3,91.1,36,0.4,-0.8,1.6
19181,estable,69.5,59.7,80.6,37,-0.1,-1.2,1
19183,estable,52.9,41.7,66.5,16,0.4,-1,1.9
19185,estable,63.7,42.8,93,6,0.6,-1.5,2.7
19187,estable,67.6,57.6,79,34,-0.6,-1.6,0.5
19189,creciente,61.3,44.9,82.5,10,2.6,0.5,4.7
19191,estable,36,26.8,47.8,10,-0.4,-2.4,1.7
19193,estable,71.5,64.5,79.1,79,0,-0.7,0.8
19195,estable,45.3,28.9,68.8,5,-0.9,-3.8,2
19197,estable,56.1,42.1,74,12,0.3,-1.8,2.3
20001,desconocido,0,0,0,0,0,0,0
20003,desconocido,0,0,0,0,0,0,0
20005,desconocido,0,0,0,0,0,0,0
20007,desconocido,0,0,0,0,0,0,0
20009,desconocido,0,0,0,0,0,0,0
20011,desconocido,0,0,0,0,0,0,0
20013,desconocido,0,0,0,0,0,0,0
20015,desconocido,0,0,0,0,0,0,0
20017,desconocido,0,0,0,0,0,0,0
20019,desconocido,0,0,0,0,0,0,0
20021,desconocido,0,0,0,0,0,0,0
20023,desconocido,0,0,0,0,0,0,0
20025,desconocido,0,0,0,0,0,0,0
20027,desconocido,0,0,0,0,0,0,0
20029,desconocido,0,0,0,0,0,0,0
20031,desconocido,0,0,0,0,0,0,0
20033,desconocido,0,0,0,0,0,0,0
20035,desconocido,0,0,0,0,0,0,0
20037,desconocido,0,0,0,0,0,0,0
20039,desconocido,0,0,0,0,0,0,0
20041,desconocido,0,0,0,0,0,0,0
20043,desconocido,0,0,0,0,0,0,0
20045,desconocido,0,0,0,0,0,0,0
20047,desconocido,0,0,0,0,0,0,0
20049,desconocido,0,0,0,0,0,0,0
20051,desconocido,0,0,0,0,0,0,0
20053,desconocido,0,0,0,0,0,0,0
20055,desconocido,0,0,0,0,0,0,0
20057,desconocido,0,0,0,0,0,0,0
20059,desconocido,0,0,0,0,0,0,0
20061,desconocido,0,0,0,0,0,0,0
20063,desconocido,0,0,0,0,0,0,0
20065,desconocido,0,0,0,0,0,0,0
20067,desconocido,0,0,0,0,0,0,0
20069,desconocido,0,0,0,0,0,0,0
20071,desconocido,0,0,0,0,0,0,0
20073,desconocido,0,0,0,0,0,0,0
20075,desconocido,0,0,0,0,0,0,0
20077,desconocido,0,0,0,0,0,0,0
20079,desconocido,0,0,0,0,0,0,0
20081,desconocido,0,0,0,0,0,0,0
20083,desconocido,0,0,0,0,0,0,0
20085,desconocido,0,0,0,0,0,0,0
20087,desconocido,0,0,0,0,0,0,0
20089,desconocido,0,0,0,0,0,0,0
20091,desconocido,0,0,0,0,0,0,0
20093,desconocido,0,0,0,0,0,0,0
20095,desconocido,0,0,0,0,0,0,0
20097,desconocido,0,0,0,0,0,0,0
20099,desconocido,0,0,0,0,0,0,0
20101,desconocido,0,0,0,0,0,0,0
20103,desconocido,0,0,0,0,0,0,0
20105,desconocido,0,0,0,0,0,0,0
20107,desconocido,0,0,0,0,0,0,0
20109,desconocido,0,0,0,0,0,0,0
20111,desconocido,0,0,0,0,0,0,0
20113,desconocido,0,0,0,0,0,0,0
20115,desconocido,0,0,0,0,0,0,0
20117,desconocido,0,0,0,0,0,0,0
20119,desconocido,0,0,0,0,0,0,0
20121,desconocido,0,0,0,0,0,0,0
20123,desconocido,0,0,0,0,0,0,0
20125,desconocido,0,0,0,0,0,0,0
20127,desconocido,0,0,0,0,0,0,0
20129,desconocido,0,0,0,0,0,0,0
20131,desconocido,0,0,0,0,0,0,0
20133,desconocido,0,0,0,0,0,0,0
20135,desconocido,0,0,0,0,0,0,0
20137,desconocido,0,0,0,0,0,0,0
20139,desconocido,0,0,0,0,0,0,0
20141,desconocido,0,0,0,0,0,0,0
20143,desconocido,0,0,0,0,0,0,0
20145,desconocido,0,0,0,0,0,0,0
20147,desconocido,0,0,0,0,0,0,0
20149,desconocido,0,0,0,0,0,0,0
20151,desconocido,0,0,0,0,0,0,0
20153,desconocido,0,0,0,0,0,0,0
20155,desconocido,0,0,0,0,0,0,0
20157,desconocido,0,0,0,0,0,0,0
20159,desconocido,0,0,0,0,0,0,0
20161,desconocido,0,0,0,0,0,0,0
20163,desconocido,0,0,0,0,0,0,0
20165,desconocido,0,0,0,0,0,0,0
20167,desconocido,0,0,0,0,0,0,0
20169,desconocido,0,0,0,0,0,0,0
20171,desconocido,0,0,0,0,0,0,0
20173,desconocido,0,0,0,0,0,0,0
20175,desconocido,0,0,0,0,0,0,0
20177,desconocido,0,0,0,0,0,0,0
20179,desconocido,0,0,0,0,0,0,0
20181,desconocido,0,0,0,0,0,0,0
20183,desconocido,0,0,0,0,0,0,0
20185,desconocido,0,0,0,0,0,0,0
20187,desconocido,0,0,0,0,0,0,0
20189,desconocido,0,0,0,0,0,0,0
20191,desconocido,0,0,0,0,0,0,0
20193,desconocido,0,0,0,0,0,0,0
20195,desconocido,0,0,0,0,0,0,0
20197,desconocido,0,0,0,0,0,0,0
20199,desconocido,0,0,0,0,0,0,0
20201,desconocido,0,0,0,0,0,0,0
20203,desconocido,0,0,0,0,0,0,0
20205,desconocido,0,0,0,0,0,0,0
20207,desconocido,0,0,0,0,0,0,0
20209,desconocido,0,0,0,0,0,0,0
21001,estable,91.2,74.5,110.8,21,-5.1,-24.7,19.7
21003,estable,82.9,67.2,101.4,20,8,-12.4,33.3
21005,estable,95.1,78.1,114.8,23,6.2,-24.1,48.6
21007,estable,94.3,70.9,124,11,-7.4,-37.2,36.5
21009,estable,106.9,94.9,120.2,58,3.2,-9,17.2
21011,estable,109,86.3,136.1,16,-2.5,-17.4,15.2
21013,estable,99.5,85.5,115.3,37,-3.8,-22.6,19.5
21015,estable,86,77.9,94.6,90,0.6,-13,16.3
21017,estable,93.4,77.2,112.1,24,8.5,-18.6,44.5
21019,estable,92.7,82.4,103.9,61,-3.4,-10.4,4
21021,estable,77.6,65.3,91.7,29,-19.6,-39,6
21023,estable,120.6,91.9,155.8,12,14.3,-2.6,34.1
21025,estable,105.7,84.6,130.7,18,-2.4,-28,32.2
21027,estable,110.2,92.7,130.4,29,-4.6,-17.1,9.8
21029,estable,90.9,81.2,101.4,70,-0.8,-12.3,12.2
21031,creciente,87.2,67.4,111.4,14,10.2,2.7,18.2
21033,estable,103.9,83.9,127.8,19,3.2,-28.9,49.8
21035,estable,79.1,67.7,92,35,2,-16.1,23.9
21037,estable,94.5,86,103.7,93,-7,-18,5.5
21039,estable,95.2,66.8,133.6,7,-9.8,-49.7,61.7
21041,estable,120.7,94.7,151.8,15,-0.1,-19.7,24.4
21043,estable,103,88.1,119.8,35,-1.8,-19.9,20.4
21045,estable,108.6,89.4,131.1,23,2.8,-15.6,25.2
21047,decendiente,84.9,74.9,95.8,53,-7.3,-12.8,-1.5
21049,estable,93.4,80.7,107.7,40,2.9,-25.6,42.2
21051,estable,118.6,99.2,140.8,28,-0.9,-16.9,18.2
21053,estable,111.7,88.1,140.3,16,12.3,-0.3,26.4
21055,estable,76.6,56.7,102.1,10,-3.4,-17.4,13
21057,estable,96.4,71.4,128.7,10,3.3,-26.8,45.9
21059,estable,110.2,101.9,119.2,130,-3.7,-17.2,12.1
21061,estable,85.6,66.6,108.9,14,-5.1,-21.8,15.1
21063,estable,73.8,51.9,102.7,8,17.9,-7,49.5
21065,estable,124.6,102.7,150.2,24,-0.9,-14.6,14.9
21067,estable,74,69.5,78.8,206,0.3,-7.3,8.5
21069,estable,90.5,71.2,113.7,16,-3.2,-32.4,38.7
21071,decendiente,149.4,134,166.1,73,-9,-12.9,-4.9
21073,estable,93,82.2,104.8,56,-3.5,-10.1,3.7
21075,estable,112.4,84.5,147.9,11,-1.7,-25.9,30.6
21077,estable,104,74.5,141.2,9,1.5,-59.1,151.9
21079,estable,97.8,79.7,119.1,21,-5.3,-16,6.7
21081,estable,95.8,78.6,115.5,23,4.4,-12.8,25.1
21083,estable,85.8,74.6,98.4,43,-4.8,-11.8,2.6
21085,estable,129.7,112.6,148.8,43,-1.5,-19.9,21.2
21087,estable,86.4,66.9,110.3,14,8.6,-10,30.9
21089,estable,107.4,94.8,121.5,54,1.5,-4.7,8.2
21091,estable,81.9,59,111.2,9,9.6,-2.6,23.3
21093,estable,101.5,92.8,110.8,104,4.8,-2.6,12.8
21095,estable,127.6,111.5,145.5,48,1.6,-11.6,16.7
21097,estable,95.8,78.9,115.7,23,5.6,-17.9,35.7
21099,estable,114.5,95.8,136.1,27,7.8,-12.8,33.3
21101,estable,97.8,86.3,110.4,54,1.3,-20.4,28.8
21103,estable,109.3,88.8,133.4,21,-3.3,-27.5,28.9
21105,estable,80,53.7,116.9,6,-6.1,-29.5,25
21107,estable,89.9,79.5,101.4,55,-9.1,-17.9,0.7
21109,estable,118.3,95.5,145.1,20,-9.6,-36.1,27.9
21111,estable,89.6,86.7,92.5,759,-0.3,-6,5.8
21113,estable,89,77.4,101.9,44,-3.1,-21.7,19.9
21115,estable,113,95.9,132.3,33,1.7,-1.5,4.9
21117,estable,90.3,83.7,97.3,145,-2.9,-18.9,16.1
21119,estable,116.1,95,140.6,23,-5,-23.2,17.4
21121,decendiente,125,109.6,142,50,-10.7,-19.7,-0.7
21123,estable,74.6,57.8,95.1,14,-6.5,-22.7,13.1
21125,estable,89.1,79.2,100,61,-4.1,-18.3,12.5
21127,estable,113.9,93.3,138,22,-5.1,-20.3,12.9
21129,estable,117.7,87.6,155.3,11,11.3,-7.3,33.6
21131,estable,151.8,124.3,184.1,22,0.2,-23.1,30.6
21133,estable,118.5,101.6,137.5,37,-5.1,-15.5,6.7
21135,estable,112.6,90.9,138.2,19,-4.1,-21.5,17.1
21137,estable,98.5,83.5,115.7,31,3.8,-14.6,26.1
21139,estable,113.1,89.4,142.2,16,-12.4,-38.8,25.4
21141,decendiente,103.5,88.7,120.2,36,-8.4,-14.5,-1.8
21143,estable,86.4,65.7,113.3,12,3.3,-13.7,23.6
21145,estable,80.9,72.6,90,72,-6.3,-23.8,15.2
21147,estable,157.5,133.1,185.2,31,7.6,-8.1,26
21149,estable,101.7,78.9,129.9,14,9.4,-11.1,34.5
21151,estable,91.6,82.5,101.5,76,2.1,-6.8,11.8
21153,creciente,109.7,86.5,137.3,16,6,2.2,10.1
21155,estable,100.8,82.7,121.9,22,0.1,-16.2,19.5
21157,estable,82.9,71.6,95.6,40,-6.8,-20,8.6
21159,estable,145.1,117.3,177.5,20,-1.4,-7,4.5
21161,estable,123.7,103.4,147.2,27,2.3,-18.4,28.2
21163,estable,118.1,100.2,138.3,33,-6.5,-20.6,10.2
21165,estable,124.6,92.3,165.5,11,-3.8,-36.5,45.8
21167,estable,93.3,77.8,111.1,27,3.4,-12.8,22.6
21169,estable,107.7,84.1,136.3,15,1.5,-23.8,35.2
21171,estable,106.8,84.2,134.2,16,-3.6,-27,27.2
21173,estable,94.8,79.6,112.1,29,0.2,-12.2,14.4
21175,estable,98.9,77.8,124.2,16,-0.2,-24.1,31.2
21177,estable,102.6,89.1,117.8,42,-6.2,-21.7,12.4
21179,estable,90.4,78.3,103.8,42,0.1,-17.8,22
21181,estable,106.5,78.4,142.2,10,-0.6,-13.5,14.1
21183,estable,124.8,107.4,144.4,38,-7.1,-16.7,3.7
21185,estable,77.2,66.4,89.1,43,-5,-20,12.9
21187,estable,91.2,68.9,118.7,12,-1.7,-32.1,42.3
21189,estable,148.1,107.8,199.8,9,10.6,-13.1,40.9
21191,estable,97.9,77.2,122.6,16,-5.3,-29.1,26.5
21193,decendiente,139.7,122.2,159.1,49,-15,-26.3,-1.9
21195,estable,123,112.1,134.7,98,-1.2,-9.9,8.4
21197,estable,152.9,125.7,184.6,23,8.2,-7.3,26.2
21199,estable,93.6,84.5,103.5,80,-6.8,-16.2,3.5
21201,estable,111.8,66.1,181.8,4,4.3,-53.2,132.6
21203,estable,118.1,97.9,141.5,25,4.4,-2.5,11.9
21205,estable,92.4,75.5,111.9,22,-10.8,-24.3,5.1
21207,estable,102.4,85,122.6,25,-5.7,-24.8,18.2
21209,estable,87.3,74.7,101.4,37,3.8,-14.2,25.5
21211,estable,76.6,65.4,89.1,36,5.4,-11.3,25.1
21213,estable,106.5,87.3,128.8,22,-14.8,-31.1,5.4
21215,estable,84.8,65.7,107.7,15,-11.1,-36.4,24.4
21217,estable,100.2,85.1,117.4,32,1.6,-15.9,22.6
21219,estable,83.1,63.4,107.2,12,-12.4,-41.9,32.1
21221,estable,94.6,76.5,116.3,20,-9.4,-24.4,8.7
21223,estable,113.2,85.3,147.7,12,-8.9,-45.5,52.2
21225,estable,106.4,84.8,131.9,17,-8.8,-17.5,0.9
21227,estable,91.3,83.3,99.8,100,-2.6,-16,12.8
21229,estable,80.5,61.4,104.1,12,-2.9,-18.1,15.3
21231,estable,101.7,85.3,120.7,28,1,-11.9,15.9
21233,estable,109.1,87.8,134.2,19,-3.7,-11.6,4.9
21235,estable,122.4,107.5,138.9,50,-1.8,-16.7,15.8
21237,estable,118.3,88.7,155.5,11,-0.6,-19.5,22.7
21239,estable,68.2,55.1,83.6,20,-2.2,-27.6,32.2
22001,estable,79.6,70.2,89.9,53,3.7,-0.7,8.4
22003,estable,71.2,57.6,87.1,19,-2.2,-15.6,13.3
22005,estable,68.6,60.9,77,63,-8.1,-16.9,1.7
22007,estable,77.8,63.4,94.7,21,3.3,-7.1,14.9
22009,estable,85.2,74,97.7,42,-3.7,-11.7,5
22011,estable,76.4,64.5,89.9,30,3.9,-10.7,20.9
22013,estable,82,65.1,102.6,16,-4.7,-21.2,15.2
22015,estable,75.3,68.4,82.6,91,-1,-11.6,11
22017,estable,69,64.7,73.4,201,-1,-5.3,3.6
22019,estable,68.4,63.4,73.6,145,-2,-10.3,6.9
22021,estable,95.2,72.5,123.2,12,7,-7.1,23.2
22023,estable,64.1,41.3,95.6,5,-10.2,-34.3,23
22025,estable,93,70.5,120.8,12,9.3,-8.8,31
22027,estable,69.5,54.6,87.6,15,-9,-17.3,0.2
22029,estable,76.7,61.9,94.2,19,-2.5,-26.8,29.8
22031,estable,80.7,67.5,95.8,27,-9.1,-33.5,24.1
22033,estable,56.4,53.2,59.8,240,-3.9,-11.9,4.7
22035,estable,98,69.9,133.9,8,-0.5,-34.1,50
22037,estable,61.1,47.6,77.4,15,0.7,-22.6,31
22039,estable,81.8,69.1,96.1,30,2.2,-14,21.4
22041,estable,77.2,62.9,94,21,-2.1,-23.4,25.2
22043,estable,100.8,83.2,121,24,-9.2,-27.7,13.9
22045,estable,78.2,69.5,87.7,60,-4,-18.5,13.2
22047,estable,92.2,78.7,107.5,34,2.2,-7.3,12.8
22049,estable,80.5,64.3,99.9,18,-12.9,-33.4,13.8
22051,estable,67.4,64.1,70.7,340,-2.7,-11.7,7.2
22053,estable,81.8,69.4,96,31,-5.3,-18.5,10
22055,estable,69.9,64.8,75.3,145,1.3,-8.4,12.1
22057,estable,70.9,63.8,78.7,73,-13.1,-24.6,0.2
22059,decendiente,87.6,69.3,109.4,16,-5.6,-9.2,-1.8
22061,estable,60.7,50.7,72.1,27,-11.2,-25.6,5.9
22063,estable,81.6,74.3,89.4,98,5.8,-5.1,18.1
22065,estable,66.7,47.9,90.4,9,-0.1,-22.6,29
22067,estable,76.1,63.5,90.6,27,3.1,-4.9,11.9
22069,estable,66,55.6,77.9,29,-6.9,-31.1,25.8
22071,estable,67.6,63.7,71.6,242,-2.2,-8.7,4.8
22073,estable,78.3,72.2,84.7,126,-2.6,-7,2
22075,estable,70.4,55.9,87.6,17,6.6,-29.2,60.4
22077,estable,53.5,42.5,66.8,17,1.3,-27.1,40.8
22079,estable,68.9,63,75.2,103,2.1,-12,18.5
22081,estable,57.9,39.2,82.9,6,-3.8,-38.6,50.6
22083,estable,79,64,96.7,19,-1.5,-11,9
22085,decendiente,66.5,54.6,80.4,23,-10.5,-18.1,-2.2
22087,estable,97.4,82.5,114.1,33,-2.7,-10,5.2
22089,estable,71.2,60.9,82.8,36,-6.7,-22,11.4
22091,estable,64.3,46.8,86.7,9,-2.7,-20.5,19.1
22093,estable,58,45.2,73.5,14,3.7,-13.6,24.6
22095,estable,61.6,51.3,73.3,27,-12.4,-34.6,17.2
22097,estable,80.3,72.3,88.9,76,-1,-11.2,10.4
22099,estable,75.1,65,86.3,42,-0.3,-15.9,18.2
22101,estable,66.6,57.6,76.7,40,-13.2,-27.8,4.3
22103,estable,67.3,62.9,72,179,-1.9,-8.8,5.5
22105,estable,79.3,72.3,86.8,100,2.3,-11.2,17.7
22107,estable,58.5,35.4,92.7,4,-15.2,-29.9,2.6
22109,estable,76.2,69,84,86,1.6,-10.8,15.6
22111,estable,78.9,65.3,94.9,24,-3.2,-17,12.9
22113,estable,77.5,68,88,49,-4.1,-13.1,5.9
22115,estable,91.7,79.1,105.7,39,6.7,-9.5,25.8
22117,estable,92,81.1,104,53,-1.1,-11.2,10.2
22119,estable,86.3,75.3,98.4,46,-1.5,-15.8,15.3
22121,estable,71.5,56.9,88.6,18,1.8,-10.9,16.2
22123,estable,78.5,59.5,102,12,-5.4,-24.7,18.8
22125,estable,80.1,61.5,102.9,14,16.3,-18.8,66.6
22127,estable,80.3,62.9,101.4,15,-7.7,-23.4,11.3
23001,estable,78.1,71.3,85.3,101,-1.8,-7.8,4.7
23003,estable,84.1,76.4,92.4,92,-1.1,-8.3,6.7
23005,estable,68.3,64.4,72.4,237,-3.3,-8.1,1.8
23007,estable,57.7,47.6,69.5,24,-7,-16.6,3.7
23009,estable,68.8,60.8,77.7,56,2.7,-3.5,9.2
23011,estable,75.6,69.6,82.1,121,-6.9,-17.7,5.2
23013,estable,72,62.6,82.6,45,9.8,-6.7,29.2
23015,estable,50.8,42.8,60.3,30,2.8,-15.8,25.6
23017,estable,85.6,76.7,95.3,70,2.4,-14.3,22.2
23019,estable,84.4,78.6,90.5,160,0.1,-8.9,9.9
23021,estable,75.8,61.7,92.9,21,2.4,-24.6,39
23023,estable,66,55.9,77.7,31,9.7,-15.1,41.6
23025,estable,84.3,74.9,94.7,60,4.8,-10,22.1
23027,estable,83.6,72.6,96,44,-4.6,-20,13.8
23029,estable,87.8,76.4,100.6,45,-0.3,-14.7,16.5
23031,estable,71.7,67.1,76.5,187,-1.9,-9,5.8
24001,estable,78.1,70.7,86.2,82,-3.7,-11.3,4.5
24003,estable,64.3,61.3,67.4,364,-2.1,-6.5,2.5
24005,estable,67.6,65.2,70,661,-3,-7,1.1
24009,estable,64.7,57.1,73,57,4.7,-2.2,12.2
24011,estable,75.1,63.1,88.8,28,18.3,-6.6,49.7
24013,estable,61,56,66.3,117,1.1,-4.9,7.6
24015,estable,79.2,71.7,87.3,85,-5.5,-20.3,12.1
24017,estable,55.4,49.6,61.5,74,-1.5,-11.5,9.5
24019,estable,73.1,62.4,85.3,34,3.1,-11.8,20.6
24021,estable,52.7,48.5,57.2,124,-6,-15.9,5
24023,estable,49.5,40.4,60.3,21,-7.5,-37.3,36.3
24025,creciente,68.6,64.2,73.3,184,3.9,2,5.9
24027,estable,44.4,40.7,48.2,118,3.1,-8.2,15.7
24029,estable,61.1,49,75.7,20,-4.5,-17.4,10.5
24031,decendiente,35.4,33.8,37.1,371,-5.5,-8.9,-1.9
24033,decendiente,46.6,44.4,48.9,361,-4.4,-7.8,-1
24035,estable,63.9,55,73.9,39,-3.8,-23.9,21.8
24037,estable,68.8,61.5,76.7,68,-3,-13.2,8.4
24039,estable,95.9,80.8,113.2,29,-3.9,-29.7,31.5
24041,estable,51.1,43.6,59.8,34,6.5,-6.6,21.4
24043,estable,71.8,66.2,77.7,126,0.2,-3.9,4.5
24045,decendiente,79.4,72,87.4,87,-4.8,-7.9,-1.5
24047,estable,70.2,62.5,78.9,63,-1.3,-11,9.6
24510,estable,80.9,77.7,84.1,512,-1.7,-6.8,3.6
25001,estable,60,56.6,63.6,247,-1.2,-7.4,5.4
25003,estable,70,64.7,75.6,135,-4.5,-10.7,2.1
25005,estable,72.9,69.9,75.9,476,-3.1,-9.2,3.3
25007,estable,53.7,41.1,69.4,13,6.7,-22.3,46.4
25009,estable,67.5,65,70,602,-2.7,-7.9,2.7
25011,estable,52.1,45.7,59.3,50,12.6,-0.1,27
25013,estable,67.8,64.7,71.1,368,-2.6,-5.3,0.1
25015,estable,52.5,47.7,57.8,90,-6.5,-21.7,11.6
25017,decendiente,61.8,60.1,63.5,1031,-3.6,-5.7,-1.5
25019,estable,52.8,35.1,76.5,6,36,-1.5,87.7
25021,estable,63,60.6,65.6,511,-2.8,-7.3,1.9
25023,estable,72.4,69.4,75.6,430,-2.4,-6.9,2.3
25025,decendiente,69.7,66.8,72.7,448,-1.7,-3.1,-0.2
25027,estable,69.8,67.3,72.3,616,-2.7,-5.7,0.4
26001,estable,0,51,86.7,15,-2.9,-33.2,41.2
26003,estable,0,34.1,68.7,8,-8.4,-43.1,47.4
26005,estable,0,48.1,59.8,70,-2.4,-8.1,3.7
26007,decendiente,0,66.1,89.9,35,-8.4,-12.8,-3.8
26009,estable,0,48.8,71.5,24,-5.8,-18.3,8.6
26011,estable,0,87.6,125.2,27,-10.1,-25.4,8.3
26013,estable,0,54,102,9,15.2,-38.5,115.9
26015,estable,0,38.7,52.9,34,-1.9,-27.7,33.1
26017,estable,0,55.1,66.8,87,-1.7,-14.6,13.2
26019,estable,0,58.1,87.6,21,-1.4,-33.8,46.8
26021,estable,0,64.6,75.1,143,-6.3,-14.5,2.6
26023,estable,0,52.6,71.8,34,-12.1,-23.2,0.6
26025,estable,0,65.4,77.1,119,-7.7,-16.4,1.9
26027,estable,0,48.3,64.8,39,-11.1,-36.8,25.1
26029,estable,0,50.6,74.8,24,2.7,-9.9,16.9
26031,estable,0,62.3,86.8,32,2.2,-17.6,26.8
26033,estable,0,62.9,85.7,34,1.4,-17.4,24.5
26035,estable,0,64.9,87.8,37,-11.9,-25,3.4
26037,estable,0,31,42.9,31,-5.6,-16.4,6.7
26039,estable,0,58.2,91.4,17,-6,-29.9,26.1
26041,estable,0,54.1,73.7,36,-8.5,-27.5,15.6
26043,estable,0,41.1,62.1,20,1.4,-27,40.9
26045,estable,0,46.3,57.7,68,-3.4,-11.9,6
26047,estable,0,53,74.6,29,-9.1,-27.9,14.7
26049,estable,0,76.7,83.9,399,-2.6,-8.3,3.4
26051,estable,0,67.4,92.6,35,0.6,-10.3,12.8
26053,estable,0,50.3,79,17,-14.3,-30.4,5.6
26055,estable,0,59.7,73.8,74,-0.3,-12.5,13.6
26057,estable,0,56.2,77,33,-5.1,-19.3,11.7
26059,estable,0,53.7,72.1,39,-2.4,-7.5,2.9
26061,estable,0,40.5,60.3,21,-0.2,-13.7,15.5
26063,estable,0,48,67,31,1.9,-18.7,27.7
26065,estable,0,54.6,63.2,155,-7.7,-17.2,2.8
26067,estable,0,55,72.8,43,10.3,-3.9,26.6
26069,estable,0,55.9,77.2,34,-1.9,-12.4,9.9
26071,estable,0,47.1,77.9,15,2.1,-27.1,43.2
26073,estable,0,59.9,79.6,41,3.1,-1.9,8.3
26075,estable,0,76.3,88.1,157,4,-11.2,21.7
26077,estable,0,57.1,65.8,163,-2.8,-18.3,15.7
26079,estable,0,58.6,91.1,18,-12.4,-26.6,4.6
26081,estable,0,56.5,62.2,353,-2.8,-9.2,4.1
26083,desconocido,0,0,0,0,0,0,0
26085,estable,0,60.6,98.8,16,-11.5,-35.1,20.6
26087,estable,0,64.6,79.8,76,2.4,-10.2,16.7
26089,estable,0,27.5,46.2,14,-7,-15.9,2.9
26091,estable,0,53.9,66.6,73,-5.9,-20.9,12
26093,estable,0,49.9,59.6,108,-4.1,-22.2,18.3
26095,estable,0,59.7,116.3,8,-12.6,-35.4,18.2
26097,estable,0,47.2,81.2,12,8.3,-17.5,42.3
26099,decendiente,75.2,72.7,77.6,756,-3.7,-6.7,-0.6
26101,estable,0,56.3,80.4,27,-8.5,-24.1,10.4
26103,estable,0,57.2,73.4,54,0.9,-14.8,19.5
26105,estable,0,45.5,66.1,24,-12.7,-26.3,3.4
26107,estable,0,59.3,80.9,36,12.4,-3.9,31.4
26109,estable,0,40.2,62.1,19,6.4,-43,98.5
26111,estable,0,51.6,65.1,60,-8.3,-38.9,37.6
26113,estable,0,57.6,92.5,15,-7.1,-37.4,37.9
26115,estable,0,58.4,69.2,115,-0.5,-11,11.1
26117,estable,0,66.7,84.8,56,-4,-14.1,7.3
26119,estable,0,60.8,101.8,15,-7.1,-24.2,13.8
26121,estable,0,72.2,83.4,155,-0.2,-9.2,9.6
26123,estable,0,55.2,73.5,40,-0.4,-10.7,11.1
26125,estable,62.8,60.9,64.8,866,-4,-8.1,0.2
26127,estable,0,41.3,63,19,-7.1,-28.4,20.6
26129,estable,0,61,87.6,27,5.5,-21.8,42.4
26131,decendiente,0,51.8,99.3,10,-25.7,-42.6,-3.8
26133,estable,0,82.2,114,31,3.4,-4.5,11.9
26135,estable,0,67.2,113.3,14,1.5,-21.9,31.9
26137,decendiente,0,56,82.5,23,-13,-21.3,-3.9
26139,estable,0,35.9,42.8,105,-1.3,-10.6,9
26141,estable,0,44.7,75.1,15,-11.1,-40.6,33
26143,estable,0,69.7,94.3,41,-0.6,-17.4,19.8
26145,estable,0,64.5,74,173,-2.6,-12.3,8.2
26147,decendiente,0,64.4,75,141,-5.4,-9.6,-0.9
26149,estable,0,57.6,74.7,49,1.5,-21,30.5
26151,estable,0,42.4,59.1,30,3.9,-17.8,31.5
26153,estable,0,52.8,94.8,10,-5.9,-25.6,19
26155,estable,0,69.6,86.9,67,-2.2,-20.3,19.9
26157,estable,0,65,82.9,55,1.6,-16.2,23.1
26159,estable,0,60.8,76.4,63,2.1,-3.4,8
26161,estable,0,50.7,58.3,172,-5.9,-24.1,16.7
26163,decendiente,83,81.2,84.9,1634,-3.4,-6.4,-0.4
26165,estable,0,78.2,104.8,38,-9.7,-20.8,2.9
27001,desconocido,0,0,0,0,0,0,0
27003,desconocido,0,0,0,0,0,0,0
27005,desconocido,0,0,0,0,0,0,0
27007,desconocido,0,0,0,0,0,0,0
27009,desconocido,0,0,0,0,0,0,0
27011,desconocido,0,0,0,0,0,0,0
27013,desconocido,0,0,0,0,0,0,0
27015,desconocido,0,0,0,0,0,0,0
27017,desconocido,0,0,0,0,0,0,0
27019,desconocido,0,0,0,0,0,0,0
27021,desconocido,0,0,0,0,0,0,0
27023,desconocido,0,0,0,0,0,0,0
27025,desconocido,0,0,0,0,0,0,0
27027,desconocido,0,0,0,0,0,0,0
27029,desconocido,0,0,0,0,0,0,0
27031,desconocido,0,0,0,0,0,0,0
27033,desconocido,0,0,0,0,0,0,0
27035,desconocido,0,0,0,0,0,0,0
27037,desconocido,0,0,0,0,0,0,0
27039,desconocido,0,0,0,0,0,0,0
27041,desconocido,0,0,0,0,0,0,0
27043,desconocido,0,0,0,0,0,0,0
27045,desconocido,0,0,0,0,0,0,0
27047,desconocido,0,0,0,0,0,0,0
27049,desconocido,0,0,0,0,0,0,0
27051,desconocido,0,0,0,0,0,0,0
27053,desconocido,0,0,0,0,0,0,0
27055,desconocido,0,0,0,0,0,0,0
